Time(s),Amplitude
6.604166666666667039e-03,-1.951599121093750000e-02
6.624999999999999813e-03,-3.616333007812500000e-03
6.645833333333333454e-03,-3.433227539062500000e-03
6.666666666666667095e-03,-2.096557617187500000e-02
6.687499999999999868e-03,-5.661010742187500000e-03
6.708333333333333509e-03,5.264282226562500000e-03
6.729166666666666283e-03,1.475524902343750000e-02
6.749999999999999924e-03,4.718017578125000000e-02
6.770833333333333565e-03,4.121398925781250000e-02
6.791666666666666338e-03,1.091003417968750000e-02
6.812499999999999979e-03,8.346557617187500000e-03
6.833333333333333620e-03,6.912231445312500000e-03
6.854166666666666394e-03,1.718139648437500000e-02
6.875000000000000035e-03,3.559875488281250000e-02
6.895833333333333676e-03,1.065063476562500000e-02
6.916666666666666449e-03,-7.507324218750000000e-03
6.937500000000000090e-03,1.676940917968750000e-02
6.958333333333333731e-03,2.482604980468750000e-02
6.979166666666666505e-03,2.638244628906250000e-02
7.000000000000000146e-03,3.860473632812500000e-02
7.020833333333332919e-03,3.248596191406250000e-02
7.041666666666666560e-03,3.091430664062500000e-02
7.062500000000000201e-03,3.822326660156250000e-02
7.083333333333332975e-03,2.267456054687500000e-02
7.104166666666666616e-03,1.364135742187500000e-02
7.125000000000000257e-03,3.056335449218750000e-02
7.145833333333333030e-03,5.273437500000000000e-02
7.166666666666666671e-03,6.550598144531250000e-02
7.187500000000000312e-03,5.094909667968750000e-02
7.208333333333333086e-03,2.426147460937500000e-02
7.229166666666666727e-03,2.189636230468750000e-02
7.250000000000000368e-03,3.565979003906250000e-02
7.270833333333333141e-03,5.332946777343750000e-02
7.291666666666666782e-03,6.721496582031250000e-02
7.312500000000000423e-03,5.958557128906250000e-02
7.333333333333333197e-03,4.685974121093750000e-02
7.354166666666666838e-03,4.521179199218750000e-02
7.374999999999999611e-03,4.695129394531250000e-02
7.395833333333333252e-03,5.500793457031250000e-02
7.416666666666666893e-03,5.876159667968750000e-02
7.437499999999999667e-03,5.380249023437500000e-02
7.458333333333333308e-03,5.982971191406250000e-02
7.479166666666666949e-03,7.186889648437500000e-02
7.499999999999999722e-03,8.932495117187500000e-02
7.520833333333333363e-03,1.068267822265625000e-01
7.541666666666667004e-03,9.187316894531250000e-02
7.562499999999999778e-03,6.753540039062500000e-02
7.583333333333333419e-03,6.227111816406250000e-02
7.604166666666667060e-03,5.424499511718750000e-02
7.624999999999999833e-03,6.327819824218750000e-02
7.645833333333333474e-03,9.405517578125000000e-02
7.666666666666666248e-03,9.786987304687500000e-02
7.687499999999999889e-03,8.883666992187500000e-02
7.708333333333333530e-03,7.525634765625000000e-02
7.729166666666666304e-03,4.716491699218750000e-02
7.749999999999999944e-03,6.106567382812500000e-02
7.770833333333333585e-03,9.976196289062500000e-02
7.791666666666666359e-03,9.841918945312500000e-02
7.812500000000000000e-03,9.761047363281250000e-02
7.833333333333332774e-03,1.012420654296875000e-01
7.854166666666667282e-03,8.171081542968750000e-02
7.875000000000000056e-03,9.597778320312500000e-02
7.895833333333332829e-03,1.280975341796875000e-01
7.916666666666667337e-03,1.259765625000000000e-01
7.937500000000000111e-03,1.315460205078125000e-01
7.958333333333332885e-03,1.377716064453125000e-01
7.979166666666667393e-03,1.202392578125000000e-01
8.000000000000000167e-03,1.218566894531250000e-01
8.020833333333332940e-03,1.246795654296875000e-01
8.041666666666667448e-03,1.171112060546875000e-01
8.062500000000000222e-03,1.407318115234375000e-01
8.083333333333332996e-03,1.523132324218750000e-01
8.104166666666667504e-03,1.225433349609375000e-01
8.125000000000000278e-03,1.000823974609375000e-01
8.145833333333333051e-03,8.778381347656250000e-02
8.166666666666665825e-03,8.871459960937500000e-02
8.187500000000000333e-03,1.147308349609375000e-01
8.208333333333333107e-03,1.232299804687500000e-01
8.229166666666665880e-03,1.067962646484375000e-01
8.250000000000000389e-03,1.044921875000000000e-01
8.270833333333333162e-03,1.130676269531250000e-01
8.291666666666665936e-03,1.120605468750000000e-01
8.312500000000000444e-03,9.158325195312500000e-02
8.333333333333333218e-03,7.579040527343750000e-02
8.354166666666665991e-03,1.051940917968750000e-01
8.375000000000000500e-03,1.514129638671875000e-01
8.395833333333333273e-03,1.625976562500000000e-01
8.416666666666666047e-03,1.331939697265625000e-01
8.437500000000000555e-03,8.970642089843750000e-02
8.458333333333333329e-03,8.755493164062500000e-02
8.479166666666666102e-03,1.312561035156250000e-01
8.500000000000000611e-03,1.541748046875000000e-01
8.520833333333333384e-03,1.506347656250000000e-01
8.541666666666666158e-03,1.393890380859375000e-01
8.562500000000000666e-03,1.084594726562500000e-01
8.583333333333333440e-03,9.883117675781250000e-02
8.604166666666666213e-03,1.192626953125000000e-01
8.625000000000000722e-03,1.166839599609375000e-01
8.645833333333333495e-03,1.035308837890625000e-01
8.666666666666666269e-03,9.182739257812500000e-02
8.687500000000000777e-03,6.442260742187500000e-02
8.708333333333333551e-03,6.494140625000000000e-02
8.729166666666666324e-03,9.251403808593750000e-02
8.750000000000000833e-03,9.484863281250000000e-02
8.770833333333333606e-03,8.436584472656250000e-02
8.791666666666666380e-03,6.701660156250000000e-02
8.812499999999999153e-03,3.898620605468750000e-02
8.833333333333333662e-03,4.737854003906250000e-02
8.854166666666666435e-03,8.203125000000000000e-02
8.874999999999999209e-03,1.051177978515625000e-01
8.895833333333333717e-03,1.330413818359375000e-01
8.916666666666666491e-03,1.419830322265625000e-01
8.937499999999999264e-03,9.518432617187500000e-02
8.958333333333333773e-03,4.553222656250000000e-02
8.979166666666666546e-03,4.449462890625000000e-02
8.999999999999999320e-03,7.444763183593750000e-02
9.020833333333333828e-03,1.085510253906250000e-01
9.041666666666666602e-03,1.329498291015625000e-01
9.062499999999999375e-03,1.258087158203125000e-01
9.083333333333333884e-03,7.543945312500000000e-02
9.104166666666666657e-03,2.453613281250000000e-02
9.124999999999999431e-03,1.632690429687500000e-02
9.145833333333333939e-03,3.582763671875000000e-02
9.166666666666666713e-03,6.428527832031250000e-02
9.187499999999999487e-03,7.888793945312500000e-02
9.208333333333333995e-03,4.209899902343750000e-02
9.229166666666666768e-03,-4.364013671875000000e-03
9.249999999999999542e-03,1.525878906250000000e-04
9.270833333333334050e-03,2.337646484375000000e-02
9.291666666666666824e-03,3.813171386718750000e-02
9.312499999999999598e-03,5.465698242187500000e-02
9.333333333333334106e-03,5.540466308593750000e-02
9.354166666666666879e-03,4.479980468750000000e-02
9.374999999999999653e-03,4.339599609375000000e-02
9.395833333333334161e-03,4.244995117187500000e-02
9.416666666666666935e-03,4.945373535156250000e-02
9.437499999999999709e-03,6.430053710937500000e-02
9.458333333333332482e-03,6.796264648437500000e-02
9.479166666666666990e-03,6.909179687500000000e-02
9.499999999999999764e-03,6.929016113281250000e-02
9.520833333333332538e-03,5.355834960937500000e-02
9.541666666666667046e-03,3.613281250000000000e-02
9.562499999999999820e-03,2.426147460937500000e-02
9.583333333333332593e-03,1.644897460937500000e-02
9.604166666666667102e-03,2.401733398437500000e-02
9.624999999999999875e-03,4.101562500000000000e-02
9.645833333333332649e-03,5.279541015625000000e-02
9.666666666666667157e-03,5.538940429687500000e-02
9.687499999999999931e-03,4.269409179687500000e-02
9.708333333333332704e-03,2.874755859375000000e-02
9.729166666666667213e-03,2.799987792968750000e-02
9.749999999999999986e-03,3.482055664062500000e-02
9.770833333333332760e-03,4.629516601562500000e-02
9.791666666666667268e-03,5.569458007812500000e-02
9.812500000000000042e-03,5.586242675781250000e-02
9.833333333333332815e-03,5.686950683593750000e-02
9.854166666666667324e-03,5.609130859375000000e-02
9.875000000000000097e-03,5.271911621093750000e-02
9.895833333333332871e-03,6.025695800781250000e-02
9.916666666666667379e-03,6.466674804687500000e-02
9.937500000000000153e-03,5.047607421875000000e-02
9.958333333333332926e-03,3.744506835937500000e-02
9.979166666666667435e-03,4.502868652343750000e-02
1.000000000000000021e-02,6.982421875000000000e-02
1.002083333333333298e-02,8.918762207031250000e-02
1.004166666666666749e-02,8.306884765625000000e-02
1.006250000000000026e-02,6.504821777343750000e-02
1.008333333333333304e-02,5.375671386718750000e-02
1.010416666666666581e-02,5.569458007812500000e-02
1.012500000000000032e-02,6.610107421875000000e-02
1.014583333333333309e-02,6.527709960937500000e-02
1.016666666666666587e-02,5.702209472656250000e-02
1.018750000000000037e-02,5.783081054687500000e-02
1.020833333333333315e-02,5.207824707031250000e-02
1.022916666666666592e-02,4.045104980468750000e-02
1.025000000000000043e-02,4.107666015625000000e-02
1.027083333333333320e-02,4.747009277343750000e-02
1.029166666666666598e-02,6.518554687500000000e-02
1.031250000000000049e-02,9.208679199218750000e-02
1.033333333333333326e-02,9.761047363281250000e-02
1.035416666666666603e-02,9.011840820312500000e-02
1.037500000000000054e-02,8.065795898437500000e-02
1.039583333333333331e-02,6.082153320312500000e-02
1.041666666666666609e-02,6.941223144531250000e-02
1.043750000000000060e-02,1.109466552734375000e-01
1.045833333333333337e-02,1.315307617187500000e-01
1.047916666666666614e-02,1.184997558593750000e-01
1.050000000000000065e-02,7.215881347656250000e-02
1.052083333333333343e-02,1.600646972656250000e-02
1.054166666666666620e-02,2.476501464843750000e-02
1.056250000000000071e-02,8.215332031250000000e-02
1.058333333333333348e-02,1.051940917968750000e-01
1.060416666666666625e-02,9.159851074218750000e-02
1.062500000000000076e-02,6.098937988281250000e-02
1.064583333333333354e-02,2.497863769531250000e-02
1.066666666666666631e-02,2.575683593750000000e-02
1.068750000000000082e-02,6.040954589843750000e-02
1.070833333333333359e-02,8.929443359375000000e-02
1.072916666666666637e-02,9.403991699218750000e-02
1.074999999999999914e-02,6.474304199218750000e-02
1.077083333333333365e-02,3.416442871093750000e-02
1.079166666666666642e-02,4.713439941406250000e-02
1.081249999999999920e-02,8.055114746093750000e-02
1.083333333333333370e-02,1.020050048828125000e-01
1.085416666666666648e-02,1.029968261718750000e-01
1.087499999999999925e-02,6.950378417968750000e-02
1.089583333333333376e-02,2.439880371093750000e-02
1.091666666666666653e-02,9.185791015625000000e-03
1.093749999999999931e-02,2.626037597656250000e-02
1.095833333333333381e-02,5.186462402343750000e-02
1.097916666666666659e-02,6.312561035156250000e-02
1.099999999999999936e-02,5.665588378906250000e-02
1.102083333333333387e-02,3.985595703125000000e-02
1.104166666666666664e-02,8.483886718750000000e-03
1.106249999999999942e-02,-1.492309570312500000e-02
1.108333333333333393e-02,-8.926391601562500000e-03
1.110416666666666670e-02,4.302978515625000000e-03
1.112499999999999947e-02,2.017211914062500000e-02
1.114583333333333398e-02,4.403686523437500000e-02
1.116666666666666675e-02,4.492187500000000000e-02
1.118749999999999953e-02,2.513122558593750000e-02
1.120833333333333404e-02,9.246826171875000000e-03
1.122916666666666681e-02,-8.956909179687500000e-03
1.124999999999999958e-02,-1.560974121093750000e-02
1.127083333333333409e-02,1.068115234375000000e-03
1.129166666666666687e-02,2.178955078125000000e-02
1.131249999999999964e-02,3.912353515625000000e-02
1.133333333333333415e-02,3.620910644531250000e-02
1.135416666666666692e-02,-2.700805664062500000e-03
1.137499999999999969e-02,-3.532409667968750000e-02
1.139583333333333247e-02,-3.611755371093750000e-02
1.141666666666666698e-02,-2.452087402343750000e-02
1.143749999999999975e-02,-7.400512695312500000e-03
1.145833333333333252e-02,4.882812500000000000e-04
1.147916666666666703e-02,-8.132934570312500000e-03
1.149999999999999981e-02,-1.783752441406250000e-02
1.152083333333333258e-02,-3.948974609375000000e-02
1.154166666666666709e-02,-7.124328613281250000e-02
1.156249999999999986e-02,-7.334899902343750000e-02
1.158333333333333263e-02,-4.902648925781250000e-02
1.160416666666666714e-02,-2.197265625000000000e-02
1.162499999999999992e-02,3.204345703125000000e-03
1.164583333333333269e-02,-9.460449218750000000e-04
1.166666666666666720e-02,-4.031372070312500000e-02
1.168749999999999997e-02,-7.022094726562500000e-02
1.170833333333333275e-02,-7.760620117187500000e-02
1.172916666666666725e-02,-7.119750976562500000e-02
1.175000000000000003e-02,-4.586791992187500000e-02
1.177083333333333280e-02,-2.479553222656250000e-02
1.179166666666666731e-02,-3.152465820312500000e-02
1.181250000000000008e-02,-4.534912109375000000e-02
1.183333333333333286e-02,-5.799865722656250000e-02
1.185416666666666737e-02,-8.131408691406250000e-02
1.187500000000000014e-02,-9.307861328125000000e-02
